,state,county,candidate,party,total_votes,won,votes,DEM_fraction
31652,Connecticut,Bridgewater,Joe Biden,DEM,667,True,1233,0.5409570154095702
31657,Connecticut,Bristol,Joe Biden,DEM,15462,True,29799,0.5188764723648445
31662,Connecticut,Brookfield,Joe Biden,DEM,5426,True,10807,0.5020819838993245
31668,Connecticut,Brooklyn,Joe Biden,DEM,1876,False,4222,0.4443391757460919
31677,Connecticut,Burlington,Joe Biden,DEM,3099,True,6233,0.4971923632279801
31682,Connecticut,Canaan,Joe Biden,DEM,437,True,655,0.667175572519084
31688,Connecticut,Canterbury,Joe Biden,DEM,1182,False,3012,0.39243027888446214
31692,Connecticut,Canton,Joe Biden,DEM,3878,True,6663,0.5820201110610836
31698,Connecticut,Chaplin,Joe Biden,DEM,598,False,1290,0.4635658914728682
31702,Connecticut,Cheshire,Joe Biden,DEM,9745,True,17418,0.5594787001952004
31707,Connecticut,Chester,Joe Biden,DEM,1701,True,2596,0.6552388289676425
31712,Connecticut,Clinton,Joe Biden,DEM,4368,True,7804,0.5597129677088672
31717,Connecticut,Colchester,Joe Biden,DEM,5216,True,9691,0.5382313486740274
31723,Connecticut,Colebrook,Joe Biden,DEM,403,False,988,0.40789473684210525
31732,Connecticut,Columbia,Joe Biden,DEM,1888,True,3568,0.5291479820627802
31737,Connecticut,Cornwall,Joe Biden,DEM,760,True,1032,0.7364341085271318
31742,Connecticut,Coventry,Joe Biden,DEM,4011,True,7772,0.5160833762223366
31747,Connecticut,Cromwell,Joe Biden,DEM,4872,True,8783,0.554707958556302
31752,Connecticut,Danbury,Joe Biden,DEM,18869,True,32021,0.5892695418631523
31757,Connecticut,Darien,Joe Biden,DEM,7876,True,13018,0.6050084498386848
31762,Connecticut,Deep River,Joe Biden,DEM,1785,True,2902,0.6150930392832529
31767,Connecticut,Derby,Joe Biden,DEM,2963,True,5778,0.5128071997230875
31772,Connecticut,Durham,Joe Biden,DEM,2363,True,4782,0.49414470932664156
31787,Connecticut,East Granby,Joe Biden,DEM,1789,True,3264,0.5481004901960784
31792,Connecticut,East Haddam,Joe Biden,DEM,2980,True,5825,0.511587982832618
31797,Connecticut,East Hampton,Joe Biden,DEM,4051,True,7988,0.507135703555333
31802,Connecticut,East Hartford,Joe Biden,DEM,14787,True,20607,0.7175716989372544
31808,Connecticut,East Haven,Joe Biden,DEM,6757,False,14501,0.4659678642852217
31812,Connecticut,East Lyme,Joe Biden,DEM,7290,True,11756,0.6201088805716231
31822,Connecticut,East Windsor,Joe Biden,DEM,3008,True,5652,0.5322009907997169
31778,Connecticut,Eastford,Joe Biden,DEM,464,False,1067,0.43486410496719774
31817,Connecticut,Easton,Joe Biden,DEM,2777,True,5023,0.5528568584511249
31827,Connecticut,Ellington,Joe Biden,DEM,4787,True,9491,0.5043725634811927
31832,Connecticut,Enfield,Joe Biden,DEM,11263,True,20929,0.5381528023316928
31842,Connecticut,Essex,Joe Biden,DEM,3011,True,4715,0.6386002120890774
31847,Connecticut,Fairfield,Joe Biden,DEM,22861,True,35414,0.6455356638617495
31852,Connecticut,Farmington,Joe Biden,DEM,9616,True,16037,0.5996133940263142
31858,Connecticut,Franklin,Joe Biden,DEM,553,False,1261,0.43854084060269627
31862,Connecticut,Glastonbury,Joe Biden,DEM,13990,True,22374,0.6252793420935013
31868,Connecticut,Goshen,Joe Biden,DEM,902,False,2100,0.42952380952380953
31872,Connecticut,Granby,Joe Biden,DEM,4029,True,7373,0.5464532754645327
31877,Connecticut,Greenwich,Joe Biden,DEM,22243,True,36112,0.6159448382809039
31883,Connecticut,Griswold,Joe Biden,DEM,2565,False,5981,0.42885805049322856
31887,Connecticut,Groton,Joe Biden,DEM,10699,True,17389,0.6152740238081545
31897,Connecticut,Guilford,Joe Biden,DEM,9616,True,14867,0.6468016412188068
31902,Connecticut,Haddam,Joe Biden,DEM,2728,True,5517,0.4944716331339496
31907,Connecticut,Hamden,Joe Biden,DEM,21652,True,29104,0.7439527212754261
31912,Connecticut,Hampton,Joe Biden,DEM,572,True,1139,0.5021949078138718
31917,Connecticut,Hartford,Joe Biden,DEM,28301,True,32687,0.8658182151925842
31923,Connecticut,Hartland,Joe Biden,DEM,457,False,1292,0.35371517027863775
31928,Connecticut,Harwinton,Joe Biden,DEM,1397,False,3701,0.3774655498513915
31932,Connecticut,Hebron,Joe Biden,DEM,3388,True,6266,0.5406958187041174
31937,Connecticut,Kent,Joe Biden,DEM,1277,True,1865,0.6847184986595174
31943,Connecticut,Killingly,Joe Biden,DEM,3402,False,8283,0.41072075335023545
31952,Connecticut,Killingworth,Joe Biden,DEM,2343,True,4387,0.5340779576020059
31958,Connecticut,Lebanon,Joe Biden,DEM,2052,False,4438,0.46237043713384407
31962,Connecticut,Ledyard,Joe Biden,DEM,4534,True,8427,0.5380325145366085
31968,Connecticut,Lisbon,Joe Biden,DEM,1099,False,2490,0.44136546184738956
31972,Connecticut,Litchfield,Joe Biden,DEM,2673,True,5342,0.5003743916136278
31977,Connecticut,Lyme,Joe Biden,DEM,1165,True,1772,0.65744920993228
31982,Connecticut,Madison,Joe Biden,DEM,7625,True,12437,0.61308997346627
31987,Connecticut,Manchester,Joe Biden,DEM,19455,True,28466,0.6834469191315956
31992,Connecticut,Mansfield,Joe Biden,DEM,5608,True,7485,0.7492317969271877
31997,Connecticut,Marlborough,Joe Biden,DEM,2119,True,4062,0.5216642048252093
32007,Connecticut,Meriden,Joe Biden,DEM,14955,True,25326,0.5904998815446577
32013,Connecticut,Middlebury,Joe Biden,DEM,2259,False,5078,0.4448601811736904
32017,Connecticut,Middlefield,Joe Biden,DEM,1442,True,2853,0.5054328776726253
32022,Connecticut,Middletown,Joe Biden,DEM,15508,True,23509,0.6596622570079544
32027,Connecticut,Milford,Joe Biden,DEM,17626,True,32062,0.5497473644813174
32033,Connecticut,Monroe,Joe Biden,DEM,5838,False,12002,0.4864189301783036
32037,Connecticut,Montville,Joe Biden,DEM,4406,True,8873,0.496562605657613
32043,Connecticut,Morris,Joe Biden,DEM,653,False,1561,0.41832158872517616
32048,Connecticut,Naugatuck,Joe Biden,DEM,6923,False,14904,0.4645061728395062
32052,Connecticut,New Britain,Joe Biden,DEM,16031,True,24071,0.6659881184828217
32062,Connecticut,New Canaan,Joe Biden,DEM,7298,True,12365,0.5902143145976547
32068,Connecticut,New Fairfield,Joe Biden,DEM,4101,False,8558,0.47920074783828
32073,Connecticut,New Hartford,Joe Biden,DEM,2089,False,4577,0.45641249726895344
32077,Connecticut,New Haven,Joe Biden,DEM,35521,True,42102,0.8436891359080329
32087,Connecticut,New London,Joe Biden,DEM,6912,True,9123,0.7576455113449523
32092,Connecticut,New Milford,Joe Biden,DEM,8004,True,15734,0.5087072581670268
32082,Connecticut,Newington,Joe Biden,DEM,10031,True,17355,0.5779890521463555
32097,Connecticut,Newtown,Joe Biden,DEM,9695,True,17269,0.5614106201864613
32102,Connecticut,Norfolk,Joe Biden,DEM,659,True,1060,0.6216981132075472
32108,Connecticut,North Branford,Joe Biden,DEM,3718,False,8631,0.4307727957362994
31272,Connecticut,North Canaan,Joe Biden,DEM,862,True,1705,0.5055718475073314
31278,Connecticut,North Haven,Joe Biden,DEM,7389,False,15441,0.47853118321352245
31283,Connecticut,North Stonington,Joe Biden,DEM,1601,False,3375,0.4743703703703704
31287,Connecticut,Norwalk,Joe Biden,DEM,29382,True,43219,0.6798398852356602
31292,Connecticut,Norwich,Joe Biden,DEM,9306,True,15290,0.6086330935251798
31297,Connecticut,Old Lyme,Joe Biden,DEM,3226,True,5413,0.5959726584149271
31302,Connecticut,Old Saybrook,Joe Biden,DEM,4253,True,7343,0.579191066321667
31307,Connecticut,Orange,Joe Biden,DEM,4816,True,9253,0.5204798443747973
31313,Connecticut,Oxford,Joe Biden,DEM,3269,False,8514,0.3839558374442095
31318,Connecticut,Plainfield,Joe Biden,DEM,2849,False,7086,0.4020604007902907
31328,Connecticut,Plainville,Joe Biden,DEM,4670,False,9647,0.48408831761169274
31333,Connecticut,Plymouth,Joe Biden,DEM,2477,False,6593,0.3757015015925982
31337,Connecticut,Pomfret,Joe Biden,DEM,1357,True,2524,0.5376386687797148
31342,Connecticut,Portland,Joe Biden,DEM,3155,True,5888,0.5358355978260869
31348,Connecticut,Preston,Joe Biden,DEM,1270,False,2868,0.44281729428172945
31353,Connecticut,Prospect,Joe Biden,DEM,2110,False,6111,0.3452790050728195
31358,Connecticut,Putnam,Joe Biden,DEM,2063,False,4350,0.4742528735632184
31362,Connecticut,Redding,Joe Biden,DEM,3829,True,5975,0.640836820083682
31367,Connecticut,Ridgefield,Joe Biden,DEM,10278,True,16245,0.6326869806094183
31372,Connecticut,Rocky Hill,Joe Biden,DEM,6115,True,10940,0.5589579524680073
31382,Connecticut,Roxbury,Joe Biden,DEM,937,True,1622,0.5776818742293465
31388,Connecticut,Salem,Joe Biden,DEM,1285,False,2623,0.48989706443004194
31392,Connecticut,Salisbury,Joe Biden,DEM,2023,True,2555,0.7917808219178082
31398,Connecticut,Scotland,Joe Biden,DEM,406,False,970,0.41855670103092785
31403,Connecticut,Seymour,Joe Biden,DEM,4011,False,9392,0.4270655877342419
31407,Connecticut,Sharon,Joe Biden,DEM,1019,True,1555,0.6553054662379422
31413,Connecticut,Shelton,Joe Biden,DEM,10837,False,23892,0.4535827892181483
31417,Connecticut,Sherman,Joe Biden,DEM,1234,True,2336,0.5282534246575342
31422,Connecticut,Simsbury,Joe Biden,DEM,10296,True,16174,0.6365772227031038
31428,Connecticut,Somers,Joe Biden,DEM,2445,False,5731,0.42662711568661665
31447,Connecticut,South Windsor,Joe Biden,DEM,9596,True,15523,0.6181794756168266
31437,Connecticut,Southbury,Joe Biden,DEM,6570,True,12990,0.5057736720554272
31443,Connecticut,Southington,Joe Biden,DEM,12855,False,26718,0.48113631259824835
31453,Connecticut,Sprague,Joe Biden,DEM,641,False,1557,0.41168914579319205
31458,Connecticut,Stafford,Joe Biden,DEM,2809,False,6422,0.43740267829336654
31462,Connecticut,Stamford,Joe Biden,DEM,40437,True,59412,0.6806200767521713
31468,Connecticut,Sterling,Joe Biden,DEM,639,False,1908,0.33490566037735847
31472,Connecticut,Stonington,Joe Biden,DEM,7453,True,11889,0.6268819917570864
31477,Connecticut,Stratford,Joe Biden,DEM,17363,True,28194,0.6158402496985174
31482,Connecticut,Suffield,Joe Biden,DEM,4363,True,8686,0.502302555836979
31493,Connecticut,Thomaston,Joe Biden,DEM,1528,False,4374,0.34933699131229995
31498,Connecticut,Thompson,Joe Biden,DEM,2050,False,5155,0.3976721629485936
31502,Connecticut,Tolland,Joe Biden,DEM,5103,True,9257,0.5512585070757264
31508,Connecticut,Torrington,Joe Biden,DEM,7283,False,16824,0.4328934854969092
31512,Connecticut,Trumbull,Joe Biden,DEM,11919,True,22002,0.5417234796836651
31518,Connecticut,Union,Joe Biden,DEM,249,False,571,0.436077057793345
31522,Connecticut,Vernon,Joe Biden,DEM,9259,True,15400,0.6012337662337662
31528,Connecticut,Voluntown,Joe Biden,DEM,566,False,1524,0.37139107611548555
31532,Connecticut,Wallingford,Joe Biden,DEM,13560,True,25785,0.5258871436881908
31538,Connecticut,Warren,Joe Biden,DEM,465,False,945,0.49206349206349204
31547,Connecticut,Washington,Joe Biden,DEM,1461,True,2268,0.6441798941798942
31552,Connecticut,Waterbury,Joe Biden,DEM,21573,True,36107,0.5974741739828842
31557,Connecticut,Waterford,Joe Biden,DEM,6917,True,12316,0.561627151672621
31563,Connecticut,Watertown,Joe Biden,DEM,4612,False,12754,0.3616120432805394
31572,Connecticut,West Hartford,Joe Biden,DEM,27298,True,36291,0.7521975145352843
31577,Connecticut,West Haven,Joe Biden,DEM,14245,True,22605,0.6301703163017032
31567,Connecticut,Westbrook,Joe Biden,DEM,2288,True,4311,0.530735328230109
31582,Connecticut,Weston,Joe Biden,DEM,4733,True,6528,0.7250306372549019
31587,Connecticut,Westport,Joe Biden,DEM,13048,True,17523,0.7446213547908463
31592,Connecticut,Wethersfield,Joe Biden,DEM,9612,True,16277,0.590526509799103
31602,Connecticut,Willington,Joe Biden,DEM,1674,True,3204,0.5224719101123596
31607,Connecticut,Wilton,Joe Biden,DEM,7676,True,11715,0.655228339735382
31613,Connecticut,Winchester,Joe Biden,DEM,2304,False,5133,0.4488603156049094
31617,Connecticut,Windham,Joe Biden,DEM,5365,True,8348,0.6426689027311931
31622,Connecticut,Windsor,Joe Biden,DEM,13183,True,17514,0.7527121160214686
31627,Connecticut,Windsor Locks,Joe Biden,DEM,3751,True,7021,0.5342543797179888
31633,Connecticut,Wolcott,Joe Biden,DEM,3333,False,10002,0.3332333533293341
31637,Connecticut,Woodbridge,Joe Biden,DEM,3855,True,5739,0.6717198118139048
31643,Connecticut,Woodbury,Joe Biden,DEM,3181,False,6559,0.4849824668394572
31647,Connecticut,Woodstock,Joe Biden,DEM,2548,True,5179,0.4919868700521336
0,Delaware,Kent County,Joe Biden,DEM,44552,True,87025,0.5119448434357943
4,Delaware,New Castle County,Joe Biden,DEM,195034,True,287633,0.6780654514607156
9,Delaware,Sussex County,Joe Biden,DEM,56682,False,129352,0.43819964128888617
12,District of Columbia,District of Columbia,Joe Biden,DEM,39041,True,41681,0.9366617883448094
19,District of Columbia,Ward 2,Joe Biden,DEM,29078,True,32881,0.8843405005930477
26,District of Columbia,Ward 3,Joe Biden,DEM,39397,True,44231,0.8907101354253804
33,District of Columbia,Ward 4,Joe Biden,DEM,42489,True,45296,0.9380298481102084
40,District of Columbia,Ward 5,Joe Biden,DEM,43320,True,46107,0.9395536469516559
47,District of Columbia,Ward 6,Joe Biden,DEM,56719,True,62918,0.9014749356305032
54,District of Columbia,Ward 7,Joe Biden,DEM,36382,True,38384,0.947842851187995
61,District of Columbia,Ward 8,Joe Biden,DEM,30897,True,32858,0.9403189482013513
68,Florida,Alachua County,Joe Biden,DEM,89704,True,142604,0.629042663599899
77,Florida,Baker County,Joe Biden,DEM,2037,False,14059,0.14488939469379045
85,Florida,Bay County,Joe Biden,DEM,25614,False,93024,0.2753482972136223
93,Florida,Bradford County,Joe Biden,DEM,3160,False,13632,0.2318075117370892
101,Florida,Brevard County,Joe Biden,DEM,148549,False,360764,0.4117622600924704
108,Florida,Broward County,Joe Biden,DEM,618752,True,957672,0.646100126139221
117,Florida,Calhoun County,Joe Biden,DEM,1209,False,6526,0.1852589641434263
125,Florida,Charlotte County,Joe Biden,DEM,42273,False,116340,0.36335740072202166
133,Florida,Citrus County,Joe Biden,DEM,27092,False,93208,0.29066174577289505
141,Florida,Clay County,Joe Biden,DEM,38317,False,124405,0.3080020899481532
149,Florida,Collier County,Joe Biden,DEM,77621,False,207818,0.37350470122895996
157,Florida,Columbia County,Joe Biden,DEM,8914,False,33042,0.2697778584831427
165,Florida,DeSoto County,Joe Biden,DEM,4259,False,12659,0.33644047713089503
173,Florida,Dixie County,Joe Biden,DEM,1365,False,8167,0.16713603526386678
179,Florida,Duval County,Joe Biden,DEM,252556,True,492820,0.5124710847774036
188,Florida,Escambia County,Joe Biden,DEM,70929,False,170372,0.4163184091282605
196,Florida,Flagler County,Joe Biden,DEM,28161,False,71716,0.3926738803056501
204,Florida,Franklin County,Joe Biden,DEM,2120,False,6849,0.3095342385749745
210,Florida,Gadsden County,Joe Biden,DEM,16153,True,23762,0.6797828465617373
218,Florida,Gilchrist County,Joe Biden,DEM,1700,False,9685,0.17552916881775943
226,Florida,Glades County,Joe Biden,DEM,1385,False,5193,0.2667051800500674
233,Florida,Gulf County,Joe Biden,DEM,1985,False,8163,0.24317040303809873
241,Florida,Hamilton County,Joe Biden,DEM,1963,False,5830,0.3367066895368782
249,Florida,Hardee County,Joe Biden,DEM,2298,False,8485,0.27083087802003536
256,Florida,Hendry County,Joe Biden,DEM,4929,False,12940,0.3809119010819165
264,Florida,Hernando County,Joe Biden,DEM,37519,False,108922,0.3444575016984631
272,Florida,Highlands County,Joe Biden,DEM,16938,False,52170,0.3246693502012651
279,Florida,Hillsborough County,Joe Biden,DEM,376367,True,712063,0.5285585685536252
288,Florida,Holmes County,Joe Biden,DEM,924,False,9068,0.10189677988531098
295,Florida,Indian River County,Joe Biden,DEM,37844,False,97484,0.3882072955561938
303,Florida,Jackson County,Joe Biden,DEM,6766,False,22419,0.3017975824077791
311,Florida,Jefferson County,Joe Biden,DEM,3897,False,8451,0.46112886048988283
319,Florida,Lafayette County,Joe Biden,DEM,510,False,3658,0.1394204483324221
326,Florida,Lake County,Joe Biden,DEM,83505,False,211314,0.3951702206195519
334,Florida,Lee County,Joe Biden,DEM,157695,False,393899,0.40034374293917985
341,Florida,Leon County,Joe Biden,DEM,103517,True,162929,0.6353503673379202
350,Florida,Levy County,Joe Biden,DEM,6205,False,23145,0.26809246057463815
358,Florida,Liberty County,Joe Biden,DEM,694,False,3561,0.19488907610221848
365,Florida,Madison County,Joe Biden,DEM,3747,False,9380,0.39946695095948825
373,Florida,Manatee County,Joe Biden,DEM,90166,False,216958,0.41559195789046727
381,Florida,Marion County,Joe Biden,DEM,74858,False,204376,0.36627588366540104
389,Florida,Martin County,Joe Biden,DEM,36893,False,98726,0.3736908210603083
396,Florida,Miami-Dade County,Joe Biden,DEM,617864,True,1156816,0.5341074120689894
405,Florida,Monroe County,Joe Biden,DEM,21881,False,48029,0.4555789210685211
413,Florida,Nassau County,Joe Biden,DEM,15564,False,58811,0.2646443692506504
421,Florida,Okaloosa County,Joe Biden,DEM,34248,False,116373,0.29429506844371117
429,Florida,Okeechobee County,Joe Biden,DEM,4390,False,15954,0.2751661025448163
436,Florida,Orange County,Joe Biden,DEM,395014,True,647403,0.6101516366158328
444,Florida,Osceola County,Joe Biden,DEM,97297,True,172436,0.5642499246097102
452,Florida,Palm Beach County,Joe Biden,DEM,433572,True,773158,0.5607805907718733
461,Florida,Pasco County,Joe Biden,DEM,119073,False,301970,0.39432062787694144
468,Florida,Pinellas County,Joe Biden,DEM,277450,True,559715,0.49569870380461484
477,Florida,Polk County,Joe Biden,DEM,145049,False,343256,0.42256799589810523
485,Florida,Putnam County,Joe Biden,DEM,10527,False,36373,0.2894179748714706
509,Florida,Santa Rosa County,Joe Biden,DEM,27612,False,106928,0.258229836899596
517,Florida,Sarasota County,Joe Biden,DEM,120110,False,270575,0.4439064954264067
524,Florida,Seminole County,Joe Biden,DEM,132528,True,260815,0.5081302839177194
493,Florida,St. Johns County,Joe Biden,DEM,63850,False,176622,0.3615064940947334
501,Florida,St. Lucie County,Joe Biden,DEM,84137,False,172169,0.48868843984689464
533,Florida,Sumter County,Joe Biden,DEM,29341,False,92485,0.3172514461804617
541,Florida,Suwannee County,Joe Biden,DEM,4485,False,21057,0.21299330388944293
548,Florida,Taylor County,Joe Biden,DEM,2299,False,10127,0.2270168855534709
556,Florida,Union County,Joe Biden,DEM,1053,False,6245,0.16861489191353082
564,Florida,Volusia County,Joe Biden,DEM,130575,False,307439,0.4247183994223244
572,Florida,Wakulla County,Joe Biden,DEM,5351,False,18404,0.2907520104325147
579,Florida,Walton County,Joe Biden,DEM,10338,False,43711,0.23650797282148658
587,Florida,Washington County,Joe Biden,DEM,2347,False,12327,0.19039506773748682
594,Georgia,Appling County,Joe Biden,DEM,1784,False,8390,0.21263408820023838
598,Georgia,Atkinson County,Joe Biden,DEM,825,False,3155,0.26148969889064977
602,Georgia,Bacon County,Joe Biden,DEM,625,False,4667,0.13391900578530105
606,Georgia,Baker County,Joe Biden,DEM,652,False,1555,0.4192926045016077
609,Georgia,Baldwin County,Joe Biden,DEM,9140,True,18251,0.500794477014958
614,Georgia,Banks County,Joe Biden,DEM,932,False,8801,0.1058970571525963
618,Georgia,Barrow County,Joe Biden,DEM,10453,False,37921,0.2756520133962712
622,Georgia,Bartow County,Joe Biden,DEM,12091,False,50464,0.23959654407102093
626,Georgia,Ben Hill County,Joe Biden,DEM,2393,False,6564,0.3645642900670323
630,Georgia,Berrien County,Joe Biden,DEM,1269,False,7743,0.16388996512979465
633,Georgia,Bibb County,Joe Biden,DEM,43408,True,70714,0.613852985264587
